基金代码,基金名称,基金类型,拼音缩写,拼音全称,是否QDII
027692,华夏诚安混合A,,HXCAHHA,HUAXIACHENGANHUNHEA,
027693,华夏诚安混合C,,HXCAHHC,HUAXIACHENGANHUNHEC,
040001,华安创新混合,混合型-平衡,HACXHH,HUAANCHUANGXINHUNHE,
040002,华安中国A股增强指数,指数型-股票,HAZGAGZQZS,HUAANZHONGGUOAGUZENGQIANGZHISHU,
040003,华安现金富利货币A,货币型-普通货币,HAXJFLHBA,HUAANXIANJINFULIHUOBIA,
040004,华安宝利配置混合,混合型-偏股,HABLPZHH,HUAANBAOLIPEIZHIHUNHE,
040005,华安宏利混合A,混合型-偏股,HAHLHHA,HUAANHONGLIHUNHEA,
040007,华安中小盘成长混合,混合型-偏股,HAZXPCZHH,HUAANZHONGXIAOPANCHENGZHANGHUNHE,
040008,华安策略优选混合A,混合型-偏股,HACLYXHHA,HUAANCELUEYOUXUANHUNHEA,
040009,华安稳定收益债券A,债券型-混合一级,HAWDSYZQA,HUAANWENDINGSHOUYIZHAIQUANA,
040010,华安稳定收益债券B,债券型-混合一级,HAWDSYZQB,HUAANWENDINGSHOUYIZHAIQUANB,
040011,华安核心优选混合A,混合型-偏股,HAHXYXHHA,HUAANHEXINYOUXUANHUNHEA,
040012,华安强化收益债券A,债券型-混合二级,HAQHSYZQA,HUAANQIANGHUASHOUYIZHAIQUANA,
040013,华安强化收益债券B,债券型-混合二级,HAQHSYZQB,HUAANQIANGHUASHOUYIZHAIQUANB,
040015,华安动态灵活配置混合A,混合型-灵活,HADTLHPZHHA,HUAANDONGTAILINGHUOPEIZHIHUNHEA,
040016,华安行业轮动混合,混合型-偏股,HAHYLDHH,HUAANHANGYELUNDONGHUNHE,
040018,华安香港精选股票(QDII),QDII-普通股票,HAXGJXGPQDII,HUAANXIANGGANGJINGXUANGUPIAOQDII,Y
040019,华安稳固收益债券C,债券型-混合一级,HAWGSYZQC,HUAANWENGUSHOUYIZHAIQUANC,
040020,华安升级主题混合A,混合型-偏股,HASJZTHHA,HUAANSHENGJIZHUTIHUNHEA,
040021,华安大中华升级股票(QDII)A,QDII-普通股票,HADZHSJGPQDIIA,HUAANDAZHONGHUASHENGJIGUPIAOQDIIA,Y
040022,华安可转债债券A,债券型-混合二级,HAKZZZQA,HUAANKEZHUANZHAIZHAIQUANA,
040023,华安可转债债券B,债券型-混合二级,HAKZZZQB,HUAANKEZHUANZHAIZHAIQUANB,
040025,华安科技动力混合A,混合型-偏股,HAKJDLHHA,HUAANKEJIDONGLIHUNHEA,
040026,华安信用四季红债券A,债券型-混合一级,HAXYSJHZQA,HUAANXINYONGSIJIHONGZHAIQUANA,
040035,华安逆向策略混合A,混合型-偏股,HANXCLHHA,HUAANNIXIANGCELUEHUNHEA,
040036,华安安心收益债券A,债券型-混合二级,HAAXSYZQA,HUAANANXINSHOUYIZHAIQUANA,
040037,华安安心收益债券B,债券型-混合二级,HAAXSYZQB,HUAANANXINSHOUYIZHAIQUANB,
040038,华安日日鑫货币A,货币型-普通货币,HARRXHBA,HUAANRIRIXINHUOBIA,
040039,华安日日鑫货币B,货币型-普通货币,HARRXHBB,HUAANRIRIXINHUOBIB,
040040,华安纯债债券A,债券型-长债,HACZZQA,HUAANCHUNZHAIZHAIQUANA,
040041,华安纯债债券C,债券型-长债,HACZZQC,HUAANCHUNZHAIZHAIQUANC,
040045,华安添鑫中短债A,债券型-中短债,HATXZDZA,HUAANTIANXINZHONGDUANZHAIA,
040046,华安纳斯达克100ETF联接(QDII)A,指数型-海外股票,HANSDK100ETFLJQDIIA,HUAANNASIDAKE100ETFLIANJIEQDIIA,
040047,华安纳斯达克100ETF联接(QDII)A美元现钞,指数型-海外股票,HANSDK100ETFLJQDIIAMYXC,HUAANNASIDAKE100ETFLIANJIEQDIIAMEIYUANXIANCHAO,
040048,华安纳斯达克100ETF联接(QDII)A美元现汇,指数型-海外股票,HANSDK100ETFLJQDIIAMYXH,HUAANNASIDAKE100ETFLIANJIEQDIIAMEIYUANXIANHUI,
040180,华安上证180ETF联接A,指数型-股票,HASZ180ETFLJA,HUAANSHANGZHENG180ETFLIANJIEA,
040190,华安上证50ETF联接A,指数型-股票,HASZ50ETFLJA,HUAANSHANGZHENG50ETFLIANJIEA,
041001,华安创新混合(后端),混合型-平衡,HACXHH,HUAANCHUANGXINHUNHE,
041002,华安中国A股增强指数(后端),指数型-股票,HAZGAGZQZS,HUAANZHONGGUOAGUZENGQIANGZHISHU,
041003,华安现金富利货币B,货币型-普通货币,HAXJFLHBB,HUAANXIANJINFULIHUOBIB,
041004,华安宝利配置混合(后端),混合型-偏股,HABLPZHH,HUAANBAOLIPEIZHIHUNHE,
041005,华安宏利混合A(后端),混合型-偏股,HAHLHHA,HUAANHONGLIHUNHEA,
041007,华安中小盘成长混合(后端),混合型-偏股,HAZXPCZHH,HUAANZHONGXIAOPANCHENGZHANGHUNHE,
041008,华安策略优选混合A(后端),混合型-偏股,HACLYXHHA,HUAANCELUEYOUXUANHUNHEA,
041009,华安稳定收益债券A(后端),债券型-混合一级,HAWDSYZQA,HUAANWENDINGSHOUYIZHAIQUANA,
041011,华安核心优选混合A(后端),混合型-偏股,HAHXYXHHA,HUAANHEXINYOUXUANHUNHEA,
050001,博时价值增长混合,混合型-偏股,BSJZZZHH,BOSHIJIAZHIZENGZHANGHUNHE,
050002,博时沪深300指数A,指数型-股票,BSHS300ZSA,BOSHIHUSHEN300ZHISHUA,
050003,博时现金收益货币A,货币型-普通货币,BSXJSYHBA,BOSHIXIANJINSHOUYIHUOBIA,
050004,博时精选混合A,混合型-偏股,BSJXHHA,BOSHIJINGXUANHUNHEA,
050006,博时稳定价值债券B,债券型-混合一级,BSWDJZZQB,BOSHIWENDINGJIAZHIZHAIQUANB,
050007,博时平衡配置混合,混合型-平衡,BSPHPZHH,BOSHIPINGHENGPEIZHIHUNHE,
050008,博时第三产业混合,混合型-偏股,BSDSCYHH,BOSHIDISANCHANYEHUNHE,
050009,博时新兴成长混合,混合型-偏股,BSXXCZHH,BOSHIXINXINGCHENGZHANGHUNHE,
050010,博时特许价值混合A,混合型-偏股,BSTXJZHHA,BOSHITEXUJIAZHIHUNHEA,
050011,博时信用债券A/B,债券型-混合二级,BSXYZQAB,BOSHIXINYONGZHAIQUANAB,
050012,博时策略混合,混合型-灵活,BSCLHH,BOSHICELUEHUNHE,
050013,博时上证超大盘ETF联接A,指数型-股票,BSSZCDPETFLJA,BOSHISHANGZHENGCHAODAPANETFLIANJIEA,
050014,博时创业成长混合A,混合型-偏股,BSCYCZHHA,BOSHICHUANGYECHENGZHANGHUNHEA,
050015,博时大中华亚太精选,QDII-普通股票,BSDZHYTJX,BOSHIDAZHONGHUAYATAIJINGXUAN,Y
050016,博时宏观回报债券A/B,债券型-混合二级,BSHGHBZQAB,BOSHIHONGGUANHUIBAOZHAIQUANAB,
050018,博时行业轮动混合,混合型-偏股,BSHYLDHH,BOSHIHANGYELUNDONGHUNHE,
050019,博时转债增强债券A,债券型-混合二级,BSZZZQZQA,BOSHIZHUANZHAIZENGQIANGZHAIQUANA,
050020,博时抗通胀增强回报,QDII-商品,BSKTZZQHB,BOSHIKANGTONGZHANGZENGQIANGHUIBAO,Y
050021,博时创业板ETF联接A,指数型-股票,BSCYBETFLJA,BOSHICHUANGYEBANETFLIANJIEA,
050022,博时回报混合,混合型-灵活,BSHBHH,BOSHIHUIBAOHUNHE,
050023,博时天颐债券A,债券型-混合二级,BSTYZQA,BOSHITIANYIZHAIQUANA,
050024,博时上证自然资源ETF联接A,指数型-股票,BSSZZRZYETFLJA,BOSHISHANGZHENGZIRANZIYUANETFLIANJIEA,
050025,博时标普500ETF联接A,指数型-海外股票,BSBP500ETFLJA,BOSHIBIAOPU500ETFLIANJIEA,
050026,博时医疗保健行业混合A,混合型-偏股,BSYLBJHYHHA,BOSHIYILIAOBAOJIANHANGYEHUNHEA,
050027,博时信用债纯债债券A,债券型-长债,BSXYZCZZQA,BOSHIXINYONGZHAICHUNZHAIZHAIQUANA,
050030,博时亚洲票息收益债券A人民币,QDII-纯债,BSYZPXSYZQARMB,BOSHIYAZHOUPIAOXISHOUYIZHAIQUANARENMINBI,Y
050106,博时稳定价值债券A,债券型-混合一级,BSWDJZZQA,BOSHIWENDINGJIAZHIZHAIQUANA,
050111,博时信用债券C,债券型-混合二级,BSXYZQC,BOSHIXINYONGZHAIQUANC,
050116,博时宏观回报债券C,债券型-混合二级,BSHGHBZQC,BOSHIHONGGUANHUIBAOZHAIQUANC,
050119,博时转债增强债券C,债券型-混合二级,BSZZZQZQC,BOSHIZHUANZHAIZENGQIANGZHAIQUANC,
050123,博时天颐债券C,债券型-混合二级,BSTYZQC,BOSHITIANYIZHAIQUANC,
050201,博时价值增长贰号混合,混合型-偏股,BSJZZZEHHH,BOSHIJIAZHIZENGZHANGERHAOHUNHE,
050202,博时亚洲票息收益债券A美元现汇,QDII-纯债,BSYZPXSYZQAMYXH,BOSHIYAZHOUPIAOXISHOUYIZHAIQUANAMEIYUANXIANHUI,Y
050203,博时亚洲票息收益债券A美元现钞,QDII-纯债,BSYZPXSYZQAMYXC,BOSHIYAZHOUPIAOXISHOUYIZHAIQUANAMEIYUANXIANCHAO,Y
051001,博时价值增长混合(后端),混合型-偏股,BSJZZZHH,BOSHIJIAZHIZENGZHANGHUNHE,
051010,博时特许价值混合A(后端),混合型-偏股,BSTXJZHHA,BOSHITEXUJIAZHIHUNHEA,
051011,博时信用债券A/B(后端),债券型-混合二级,BSXYZQAB,BOSHIXINYONGZHAIQUANAB,
051014,博时创业成长混合A(后端),混合型-偏股,BSCYCZHHA,BOSHICHUANGYECHENGZHANGHUNHEA,
051016,博时宏观回报债券A/B(后端),债券型-混合二级,BSHGHBZQAB,BOSHIHONGGUANHUIBAOZHAIQUANAB,
051106,博时稳定价值债券A(后端),债券型-混合一级,BSWDJZZQA,BOSHIWENDINGJIAZHIZHAIQUANA,
051201,博时价值增长贰号混合(后端),混合型-偏股,BSJZZZEHHH,BOSHIJIAZHIZENGZHANGERHAOHUNHE,
070001,嘉实成长收益混合A,混合型-偏股,JSCZSYHHA,JIASHICHENGZHANGSHOUYIHUNHEA,
070002,嘉实增长混合,混合型-偏股,JSZZHH,JIASHIZENGZHANGHUNHE,
070003,嘉实稳健混合,混合型-偏股,JSWJHH,JIASHIWENJIANHUNHE,
070005,嘉实债券A,债券型-混合一级,JSZQA,JIASHIZHAIQUANA,
070006,嘉实服务增值行业混合,混合型-灵活,JSFWZZHYHH,JIASHIFUWUZENGZHIHANGYEHUNHE,
070008,嘉实货币A,货币型-普通货币,JSHBA,JIASHIHUOBIA,
070009,嘉实超短债债券C,债券型-中短债,JSCDZZQC,JIASHICHAODUANZHAIZHAIQUANC,
070010,嘉实主题混合,混合型-灵活,JSZTHH,JIASHIZHUTIHUNHE,
070011,嘉实策略混合,混合型-灵活,JSCLHH,JIASHICELUEHUNHE,
070012,嘉实海外中国股票混合,QDII-混合偏股,JSHWZGGPHH,JIASHIHAIWAIZHONGGUOGUPIAOHUNHE,Y
070013,嘉实研究精选混合,混合型-偏股,JSYJJXHH,JIASHIYANJIUJINGXUANHUNHE,
070015,嘉实多元债券A,债券型-混合二级,JSDYZQA,JIASHIDUOYUANZHAIQUANA,
070016,嘉实多元债券B,债券型-混合二级,JSDYZQB,JIASHIDUOYUANZHAIQUANB,
070017,嘉实量化阿尔法混合,混合型-偏股,JSLHAEFHH,JIASHILIANGHUAAERFAHUNHE,
070018,嘉实回报混合,混合型-灵活,JSHBHH,JIASHIHUIBAOHUNHE,
070019,嘉实价值优势混合A,混合型-偏股,JSJZYSHHA,JIASHIJIAZHIYOUSHIHUNHEA,
070020,嘉实稳固收益债券C,债券型-混合二级,JSWGSYZQC,JIASHIWENGUSHOUYIZHAIQUANC,
070021,嘉实主题新动力混合,混合型-偏股,JSZTXDLHH,JIASHIZHUTIXINDONGLIHUNHE,
070022,嘉实领先成长混合,混合型-偏股,JSLXCZHH,JIASHILINGXIANCHENGZHANGHUNHE,
070023,嘉实深证基本面120联接A,指数型-股票,JSSZJBM120LJA,JIASHISHENZHENGJIBENMIAN120LIANJIEA,
070025,嘉实信用债券A,债券型-混合一级,JSXYZQA,JIASHIXINYONGZHAIQUANA,
070026,嘉实信用债券C,债券型-混合一级,JSXYZQC,JIASHIXINYONGZHAIQUANC,
070027,嘉实周期优选混合,混合型-偏股,JSZQYXHH,JIASHIZHOUQIYOUXUANHUNHE,
070028,嘉实安心货币A,货币型-普通货币,JSAXHBA,JIASHIANXINHUOBIA,
070029,嘉实安心货币B,货币型-普通货币,JSAXHBB,JIASHIANXINHUOBIB,
070030,嘉实中创400ETF联接A,指数型-股票,JSZC400ETFLJA,JIASHIZHONGCHUANG400ETFLIANJIEA,
070031,嘉实全球房地产(QDII),QDII-REITs,JSQQFDCQDII,JIASHIQUANQIUFANGDICHANQDII,Y
070032,嘉实优化红利混合A,混合型-偏股,JSYHHLHHA,JIASHIYOUHUAHONGLIHUNHEA,
070037,嘉实纯债债券A,债券型-长债,JSCZZQA,JIASHICHUNZHAIZHAIQUANA,
070038,嘉实纯债债券C,债券型-长债,JSCZZQC,JIASHICHUNZHAIZHAIQUANC,
070039,嘉实中证500ETF联接C,指数型-股票,JSZZ500ETFLJC,JIASHIZHONGZHENG500ETFLIANJIEC,
070088,嘉实货币B,货币型-普通货币,JSHBB,JIASHIHUOBIB,
070099,嘉实优质企业混合,混合型-偏股,JSYZQYHH,JIASHIYOUZHIQIYEHUNHE,
080001,长盛成长价值混合A,混合型-偏股,CSCZJZHHA,CHANGSHENGCHENGZHANGJIAZHIHUNHEA,
080002,长盛创新先锋混合A,混合型-灵活,CSCXXFHHA,CHANGSHENGCHUANGXINXIANFENGHUNHEA,
080003,长盛积极配置债券A,债券型-混合二级,CSJJPZZQA,CHANGSHENGJIJIPEIZHIZHAIQUANA,
080005,长盛量化红利混合A,混合型-偏股,CSLHHLHHA,CHANGSHENGLIANGHUAHONGLIHUNHEA,
080006,长盛环球行业混合(QDII),QDII-混合偏股,CSHQHYHHQDII,CHANGSHENGHUANQIUHANGYEHUNHEQDII,Y
080007,长盛同鑫行业配置混合A,混合型-灵活,CSTXHYPZHHA,CHANGSHENGTONGXINHANGYEPEIZHIHUNHEA,
080008,长盛战略新兴产业混合A,混合型-灵活,CSZLXXCYHHA,CHANGSHENGZHANLUEXINXINGCHANYEHUNHEA,
080011,长盛货币A,货币型-普通货币,CSHBA,CHANGSHENGHUOBIA,
080012,长盛电子信息产业混合A,混合型-偏股,CSDZXXCYHHA,CHANGSHENGDIANZIXINXICHANYEHUNHEA,
080015,长盛中小盘精选混合,混合型-灵活,CSZXPJXHH,CHANGSHENGZHONGXIAOPANJINGXUANHUNHE,
090001,大成价值增长混合A,混合型-灵活,DCJZZZHHA,DACHENGJIAZHIZENGZHANGHUNHEA,
090002,大成债券A/B,债券型-混合一级,DCZQAB,DACHENGZHAIQUANAB,
090003,大成蓝筹稳健混合A,混合型-灵活,DCLCWJHHA,DACHENGLANCHOUWENJIANHUNHEA,
090004,大成精选增值混合A,混合型-灵活,DCJXZZHHA,DACHENGJINGXUANZENGZHIHUNHEA,
090005,大成货币A,货币型-普通货币,DCHBA,DACHENGHUOBIA,
090006,大成2020生命周期混合A,混合型-偏债,DC2020SMZQHHA,DACHENG2020SHENGMINGZHOUQIHUNHEA,
090007,大成策略回报混合A,混合型-偏股,DCCLHBHHA,DACHENGCELUEHUIBAOHUNHEA,
090009,大成行业轮动混合A,混合型-偏股,DCHYLDHHA,DACHENGHANGYELUNDONGHUNHEA,
090010,大成中证红利指数A,指数型-股票,DCZZHLZSA,DACHENGZHONGZHENGHONGLIZHISHUA,
090011,大成核心双动力混合A,混合型-偏股,DCHXSDLHHA,DACHENGHEXINSHUANGDONGLIHUNHEA,
090012,大成深证成长40ETF联接A,指数型-股票,DCSZCZ40ETFLJA,DACHENGSHENZHENGCHENGZHANG40ETFLIANJIEA,
090013,大成竞争优势混合A,混合型-偏股,DCJZYSHHA,DACHENGJINGZHENGYOUSHIHUNHEA,
090015,大成内需增长混合A,混合型-偏股,DCNXZZHHA,DACHENGNEIXUZENGZHANGHUNHEA,
090016,大成消费主题混合A,混合型-偏股,DCXFZTHHA,DACHENGXIAOFEIZHUTIHUNHEA,
090017,大成可转债增强债券A,债券型-混合二级,DCKZZZQZQA,DACHENGKEZHUANZHAIZENGQIANGZHAIQUANA,
090018,大成新锐产业混合A,混合型-偏股,DCXRCYHHA,DACHENGXINRUICHANYEHUNHEA,
090019,大成景恒混合A,混合型-偏股,DCJHHHA,DACHENGJINGHENGHUNHEA,
090020,大成健康产业混合A,混合型-偏股,DCJKCYHHA,DACHENGJIANKANGCHANYEHUNHEA,
090021,大成月添利一个月滚动持有中短债A,债券型-中短债,DCYTLYGYGDCYZDZA,DACHENGYUETIANLIYIGEYUEGUNDONGCHIYOUZHONGDUANZHAIA,
090022,大成现金增利货币A,货币型-普通货币,DCXJZLHBA,DACHENGXIANJINZENGLIHUOBIA,
090023,大成安汇金融债C,债券型-长债,DCAHJRZC,DACHENGANHUIJINRONGZHAIC,
091001,大成价值增长混合A(后端),混合型-灵活,DCJZZZHHA,DACHENGJIAZHIZENGZHANGHUNHEA,
091002,大成债券A/B(后端),债券型-混合一级,DCZQAB,DACHENGZHAIQUANAB,
091003,大成蓝筹稳健混合A(后端),混合型-灵活,DCLCWJHHA,DACHENGLANCHOUWENJIANHUNHEA,
091005,大成货币B,货币型-普通货币,DCHBB,DACHENGHUOBIB,
091006,大成2020生命周期混合A(后端),混合型-偏债,DC2020SMZQHHA,DACHENG2020SHENGMINGZHOUQIHUNHEA,
091021,大成月添利一个月滚动持有中短债B,债券型-中短债,DCYTLYGYGDCYZDZB,DACHENGYUETIANLIYIGEYUEGUNDONGCHIYOUZHONGDUANZHAIB,
091022,大成现金增利货币B,货币型-普通货币,DCXJZLHBB,DACHENGXIANJINZENGLIHUOBIB,
091023,大成安汇金融债A,债券型-长债,DCAHJRZA,DACHENGANHUIJINRONGZHAIA,
092002,大成债券C,债券型-混合一级,DCZQC,DACHENGZHAIQUANC,
096001,大成标普500等权重指数(QDII)A人民币,指数型-海外股票,DCBP500DQZZSQDIIARMB,DACHENGBIAOPU500DENGQUANZHONGZHISHUQDIIARENMINBI,
100016,富国天源沪港深平衡混合A,混合型-灵活,FGTYHGSPHHHA,FUGUOTIANYUANHUGANGSHENPINGHENGHUNHEA,
100017,富国天源沪港深平衡混合A(后端),混合型-灵活,FGTYHGSPHHHA,FUGUOTIANYUANHUGANGSHENPINGHENGHUNHEA,
100018,富国天利增长债券A,债券型-混合一级,FGTLZZZQA,FUGUOTIANLIZENGZHANGZHAIQUANA,
100019,富国天利增长债券A(后端),债券型-混合一级,FGTLZZZQA,FUGUOTIANLIZENGZHANGZHAIQUANA,
100020,富国天益价值混合A,混合型-灵活,FGTYJZHHA,FUGUOTIANYIJIAZHIHUNHEA,
100021,富国天益价值混合A(后端),混合型-灵活,FGTYJZHHA,FUGUOTIANYIJIAZHIHUNHEA,
100022,富国天瑞强势混合A,混合型-灵活,FGTRQSHHA,FUGUOTIANRUIQIANGSHIHUNHEA,
100023,富国天瑞强势混合A(后端),混合型-灵活,FGTRQSHHA,FUGUOTIANRUIQIANGSHIHUNHEA,
100025,富国天时货币A,货币型-普通货币,FGTSHBA,FUGUOTIANSHIHUOBIA,
100026,富国天合稳健优选混合,混合型-偏股,FGTHWJYXHH,FUGUOTIANHEWENJIANYOUXUANHUNHE,
100027,富国天合稳健优选混合(后端),混合型-偏股,FGTHWJYXHH,FUGUOTIANHEWENJIANYOUXUANHUNHE,
100028,富国天时货币B,货币型-普通货币,FGTSHBB,FUGUOTIANSHIHUOBIB,
100029,富国天成红利混合,混合型-灵活,FGTCHLHH,FUGUOTIANCHENGHONGLIHUNHE,
100030,富国天成红利混合(后端),混合型-灵活,FGTCHLHH,FUGUOTIANCHENGHONGLIHUNHE,
100032,富国中证红利指数增强A,指数型-股票,FGZZHLZSZQA,FUGUOZHONGZHENGHONGLIZHISHUZENGQIANGA,
100033,富国中证红利指数增强A(后端),指数型-股票,FGZZHLZSZQA,FUGUOZHONGZHENGHONGLIZHISHUZENGQIANGA,
100035,富国优化增强债券A/B,债券型-混合二级,FGYHZQZQAB,FUGUOYOUHUAZENGQIANGZHAIQUANAB,
100036,富国优化增强债券A/B(后端),债券型-混合二级,FGYHZQZQAB,FUGUOYOUHUAZENGQIANGZHAIQUANAB,
100037,富国优化增强债券C,债券型-混合二级,FGYHZQZQC,FUGUOYOUHUAZENGQIANGZHAIQUANC,
100038,富国沪深300指数增强A,指数型-股票,FGHS300ZSZQA,FUGUOHUSHEN300ZHISHUZENGQIANGA,
100039,富国通胀通缩主题轮动混合A,混合型-偏股,FGTZTSZTLDHHA,FUGUOTONGZHANGTONGSUOZHUTILUNDONGHUNHEA,
100050,富国全球债券(QDII)人民币A,QDII-混合债,FGQQZQQDIIRMBA,FUGUOQUANQIUZHAIQUANQDIIRENMINBIA,Y
100051,富国可转债A,债券型-混合二级,FGKZZA,FUGUOKEZHUANZHAIA,
100052,富国可转债A(后端),债券型-混合二级,FGKZZA,FUGUOKEZHUANZHAIA,
100053,富国上证指数ETF联接A,指数型-股票,FGSZZSETFLJA,FUGUOSHANGZHENGZHISHUETFLIANJIEA,
100055,富国全球科技互联网股票(QDII)A,QDII-普通股票,FGQQKJHLWGPQDIIA,FUGUOQUANQIUKEJIHULIANWANGGUPIAOQDIIA,Y
100056,富国低碳环保混合,混合型-偏股,FGDTHBHH,FUGUODITANHUANBAOHUNHE,
100058,富国产业债券A,债券型-混合一级,FGCYZQA,FUGUOCHANYEZHAIQUANA,
100059,富国产业债券A(后端),债券型-混合一级,FGCYZQA,FUGUOCHANYEZHAIQUANA,
100060,富国高新技术产业混合,混合型-偏股,FGGXJSCYHH,FUGUOGAOXINJISHUCHANYEHUNHE,
100061,富国中国中小盘混合(QDII)人民币A,QDII-混合偏股,FGZGZXPHHQDIIRMBA,FUGUOZHONGGUOZHONGXIAOPANHUNHEQDIIRENMINBIA,Y
100066,富国纯债债券发起式A/B,债券型-长债,FGCZZQFQSAB,FUGUOCHUNZHAIZHAIQUANFAQISHIAB,
100067,富国纯债债券发起式A/B(后端),债券型-长债,FGCZZQFQSAB,FUGUOCHUNZHAIZHAIQUANFAQISHIAB,
100068,富国纯债债券发起式C,债券型-长债,FGCZZQFQSC,FUGUOCHUNZHAIZHAIQUANFAQISHIC,
100072,富国强回报定开债A/B,债券型-长债,FGQHBDKZAB,FUGUOQIANGHUIBAODINGKAIZHAIAB,
100073,富国强回报定开债C,债券型-长债,FGQHBDKZC,FUGUOQIANGHUIBAODINGKAIZHAIC,
110001,易方达平稳增长混合,混合型-平衡,YFDPWZZHH,YIFANGDAPINGWENZENGZHANGHUNHE,
110002,易方达策略成长混合,混合型-偏股,YFDCLCZHH,YIFANGDACELUECHENGZHANGHUNHE,
110003,易方达上证50增强A,指数型-股票,YFDSZ50ZQA,YIFANGDASHANGZHENG50ZENGQIANGA,
110005,易方达积极成长混合,混合型-偏股,YFDJJCZHH,YIFANGDAJIJICHENGZHANGHUNHE,
110006,易方达货币A,货币型-普通货币,YFDHBA,YIFANGDAHUOBIA,
110007,易方达稳健收益债券A,债券型-混合二级,YFDWJSYZQA,YIFANGDAWENJIANSHOUYIZHAIQUANA,
110008,易方达稳健收益债券B,债券型-混合二级,YFDWJSYZQB,YIFANGDAWENJIANSHOUYIZHAIQUANB,
110009,易方达价值精选混合,混合型-偏股,YFDJZJXHH,YIFANGDAJIAZHIJINGXUANHUNHE,
110010,易方达价值成长混合,混合型-灵活,YFDJZCZHH,YIFANGDAJIAZHICHENGZHANGHUNHE,
110011,易方达优质精选混合(QDII),QDII-混合偏股,YFDYZJXHHQDII,YIFANGDAYOUZHIJINGXUANHUNHEQDII,Y
110012,易方达科汇灵活配置混合,混合型-灵活,YFDKHLHPZHH,YIFANGDAKEHUILINGHUOPEIZHIHUNHE,
110013,易方达科翔混合,混合型-偏股,YFDKXHH,YIFANGDAKEXIANGHUNHE,
110015,易方达行业领先混合,混合型-偏股,YFDHYLXHH,YIFANGDAHANGYELINGXIANHUNHE,
110016,易方达货币B,货币型-普通货币,YFDHBB,YIFANGDAHUOBIB,
110017,易方达增强回报债券A,债券型-混合一级,YFDZQHBZQA,YIFANGDAZENGQIANGHUIBAOZHAIQUANA,
110018,易方达增强回报债券B,债券型-混合一级,YFDZQHBZQB,YIFANGDAZENGQIANGHUIBAOZHAIQUANB,
110019,易方达深证100ETF联接A,指数型-股票,YFDSZ100ETFLJA,YIFANGDASHENZHENG100ETFLIANJIEA,
110020,易方达沪深300ETF联接A,指数型-股票,YFDHS300ETFLJA,YIFANGDAHUSHEN300ETFLIANJIEA,
110021,易方达上证中盘ETF联接A,指数型-股票,YFDSZZPETFLJA,YIFANGDASHANGZHENGZHONGPANETFLIANJIEA,
110022,易方达消费行业股票,股票型,YFDXFHYGP,YIFANGDAXIAOFEIHANGYEGUPIAO,
110023,易方达医疗保健行业混合A,混合型-偏股,YFDYLBJHYHHA,YIFANGDAYILIAOBAOJIANHANGYEHUNHEA,
110025,易方达资源行业混合,混合型-偏股,YFDZYHYHH,YIFANGDAZIYUANHANGYEHUNHE,
110026,易方达创业板ETF联接A,指数型-股票,YFDCYBETFLJA,YIFANGDACHUANGYEBANETFLIANJIEA,
110027,易方达安心回报债券A,债券型-混合二级,YFDAXHBZQA,YIFANGDAANXINHUIBAOZHAIQUANA,
110028,易方达安心回报债券B,债券型-混合二级,YFDAXHBZQB,YIFANGDAANXINHUIBAOZHAIQUANB,
110029,易方达科讯混合,混合型-偏股,YFDKXHH,YIFANGDAKEXUNHUNHE,
110030,易方达沪深300量化增强A,指数型-股票,YFDHS300LHZQA,YIFANGDAHUSHEN300LIANGHUAZENGQIANGA,
110031,易方达恒生国企ETF联接A,指数型-海外股票,YFDHSGQETFLJA,YIFANGDAHENGSHENGGUOQIETFLIANJIEA,
110032,易方达恒生国企ETF联接现汇A,指数型-海外股票,YFDHSGQETFLJXHA,YIFANGDAHENGSHENGGUOQIETFLIANJIEXIANHUIA,
110033,易方达恒生国企ETF联接现钞A,指数型-海外股票,YFDHSGQETFLJXCA,YIFANGDAHENGSHENGGUOQIETFLIANJIEXIANCHAOA,
110035,易方达双债增强债券A,债券型-混合一级,YFDSZZQZQA,YIFANGDASHUANGZHAIZENGQIANGZHAIQUANA,
110036,易方达双债增强债券C,债券型-混合一级,YFDSZZQZQC,YIFANGDASHUANGZHAIZENGQIANGZHAIQUANC,
110037,易方达纯债债券A,债券型-长债,YFDCZZQA,YIFANGDACHUNZHAIZHAIQUANA,
110038,易方达纯债债券C,债券型-长债,YFDCZZQC,YIFANGDACHUNZHAIZHAIQUANC,
110050,易方达安和中短债C,债券型-中短债,YFDAHZDZC,YIFANGDAANHEZHONGDUANZHAIC,
110051,易方达安和中短债A,债券型-中短债,YFDAHZDZA,YIFANGDAANHEZHONGDUANZHAIA,
110052,易方达安源中短债债券C,债券型-中短债,YFDAYZDZZQC,YIFANGDAANYUANZHONGDUANZHAIZHAIQUANC,
110053,易方达安源中短债债券A,债券型-中短债,YFDAYZDZZQA,YIFANGDAANYUANZHONGDUANZHAIZHAIQUANA,
112002,易方达策略成长二号混合,混合型-偏股,YFDCLCZEHHH,YIFANGDACELUECHENGZHANGERHAOHUNHE,
118001,易方达亚洲精选股票,QDII-普通股票,YFDYZJXGP,YIFANGDAYAZHOUJINGXUANGUPIAO,Y
118002,易方达标普消费品指数A,指数型-海外股票,YFDBPXFPZSA,YIFANGDABIAOPUXIAOFEIPINZHISHUA,
